,text,position,paper,label,probability
255,"For such statements, authors must provide supporting data or cite public sources that include it.We look forward to receiving your revised manuscript.Sincerely,Dr Raffaella Bosurgi, Executive Editor PLOS Medicineplosmedicine.org-----------------------------------------------------------Requests from the editors:Comments from the reviewers:Reviewer #1: This article titles ""SARS-CoV-2 neutralizing antibodies; longevity, breadth, and evasion by emerging viral variants"" benefits from a reasonably large cohort followed for up to seven months.It presents a thorough and rigorous set of analyses, applying technically appropriate statistical methods.The findings are highly topical and important, providing a valuable and timely platform for urgent further research.Reviewer #3: Reviewer Jose AlcamiIn this article Tea et al.Gives a comprehensive and broad perspective on the evolution and role of humoral responses against SARS-CoV-2.To this aim they study two Autralian cohorts, an hospital-based cohort (ADAPT n=100 patients) and a cohort of plasma donors (LIFE, n=159).The article is interesting but some of the data have been already published by other authors, which limits the originality of the results.The study asses humoral responses with different techniques.Main results are the longevity of antibody responses, particularly IgM antibodies that were detectable later than in previous articles.A correlation between IgG levels and neutralization capacity is shown.A subgroup of patients displaying high, broad and persistent humoral responses were identified.These patients would be good donors of hyperimmune plasma and besides high IgG levels they display also IgM antibodies which is an interesting observation.However, neutralization against emerging variants were significantly reduced in a proportion of patients.It this context it is interesting the decreased neutralization against 614G variants from patients infected with the original Wuhan 614D strain, an observation that as far as I know has not been reported so clearly.Major comments:1.The authors determine SARS-CoV-2 antibodies against surface viral proteins (S, M and E) using a flow-cytometry assay.As the authors propose that this test should be used for assessment of antibody responses at it enhances the sensitivity for detection of Spike antibodies (Discussion lines 353-356) in comparison with conventional ELISA tests (Table 2, Euroimmun test and Diasorin) standard controls should be incorporated to rule out false positive results in the flow cytometry assay.2.",32,11,1,0.65087646
837,"Failure to take intervention measures in high epidemic areas might lead to the continued circulation of SARS-CoV-2 and the emergence of new immune escape variants.Declaration of interestThe authors have no relevant affiliations or financial involvement with any organization or entity with a financial interest in or financial conflict with the subject matter or materials discussed in the manuscript.This includes employment, consultancies, honoraria, stock ownership or options, expert testimony, grants or patents received or pending, or royalties.Reviewer disclosuresPeer reviewers on this manuscript have received an honorarium from Taylor and Francis for their review work, but have no other relevant financial relationships to disclose.Author contributionsConceptualization: Z.L., M.X.; Data curation: L.B., Q.S.G., F.G.; Writing-original draft: L.B., Q.S.G., F.G.; Writing-review and editing: Q.W., Q.H., X.W., Q.M.; Supervision: Z.L., M.X.",15,45,0,0.5280623
706,"These three cleavage events liberate nsp1, nsp2, and nsp3.The PLPro portion of nsp3 is also implicated in cleaving post-translational modifications of ubiquitin (Ub) and ISG15 domains of host proteins as an evasion mechanism against host antiviral immune responses.PLPro is a cytoplasmic cysteine endopeptidase (EC 3.4.22.69) that catalyzes cleavage of the peptide bond C-terminal to LXGG motifs (where X is any amino acid) in the viral polyproteins.This enzyme also recognizes conserved LRGG motifs found within the C-terminal segments of Ub and ISG15 proteins.According to the MEROPS classification, PLPro belongs to the peptidase clan CA (family C16), containing a Cys-His-Asp catalytic triad (C111-H272-D286).The first structure of SARS-CoV-2 PLPro to be made public (PDB ID 6W9C) revealed a symmetric homotrimer with each enzyme monomer being highly similar to that of SARS-CoV-1 PLPro (PDB ID 2FE8; r.m.s.d.~ 0.8 A, sequence identity~83%).Since PDB release of this initial SARS-CoV-2 PLPro structure, additional co-crystal structures of PLPro with a variety of ligands have been deposited to the PDB (list updated weekly at http://rcsb.org/covid19).In many of these structures, the enzyme is monomeric, indicating that the trimer observed in PDB ID 6W9C is almost certainly a crystal packing artifact.Comparison of the various PLPro monomer structures reveals that the enzyme does not undergo large conformational changes upon binding of inhibitors or (protein) substrates (Figure 6A).We, therefore, used the structure of an inhibited form of the enzyme (PDB ID 6WUU) for evolutionary analyses of PLPro (Figure 6A).(A) Space-filling representation of the experimental structure of the PLPro monomer (blue) bound to a covalent inhibitor (Vir250; red/pink) (PDB ID 6WUU).(B) Ribbon/atomic stick figure representation of the PLPro-ISG15 interface (PDB ID 6YVA).Oxygen atoms are shown in red, nitrogens in blue, and sulfurs in yellow.Cartoons and carbons are gray for ISG15, purple for substituted PLPro interfacial residues, and cyan for all other PLPro residues.",18,39,0,0.6309379
546,"Conversely, antibodies developed through natural infection or vaccines may impose selection pressure on beta-CoVs.For these and other reasons, it is imperative to understand the biological properties of beta-CoVs that contribute to the emergence of new strains and species.Virus variation, evolution, and adaptation to diverse hosts are mediated by genetic determinants in the viral genome and selection pressure imposed by the host.Accordingly, characterization of genomic variation is fundamental to our understanding of beta-CoV evolution and host adaptation.We hypothesized that genetic determinants of variation in beta-CoVs are conserved across species, including SARS-CoV-2.In this study, we profiled the genomic variation in all species in the genus Betacoronavirus.Genome-wide nucleotide variation analyses combined with amino acid variation analyses revealed that variation patterns are conserved across beta-CoVs, including the presence of variable areas at homologous locations.The most variable parts are the S glycoprotein, followed by open reading frame 8, accessory proteins 3 and 7, and the N protein.Genome-wide distribution of mutations of all beta-CoVs provides an explanation for the emergence of new beta-CoV species, such as SARS-CoV-2, and for the emergence of strains.These findings and published results predict how and where SARS-CoV-2 will accumulate mutations and differentiate into new biological strains.SARS-CoV-2 will likely evolve as it adapts to genetically diverse human populations and possibly to selection constraints imposed by vaccines, antiviral drugs, and antibodies developed against natural infections.Our results underscore the potential for the continual emergence of new beta-CoV species and strains with novel biological properties.RESULTSS glycoprotein is more variable than the rest of the genome.SARS-CoV-2 strains identified to date differ in the accumulation of nonsynonymous substitutions in the entire genome (Fig.1A).However, nonsynonymous substitutions preferentially accumulate in the S glycoprotein and in the N protein.In all other parts of the genome, mutations accumulate to a frequency that is equal to or less than that expected randomly (Fig.1B).New mutations continue to arise and diversify SARS-CoV-2 into variants.However, recurrent mutations mapped along the SARS-CoV-2 genome preferentially accumulate in the S glycoprotein.Amino acid substitutions in UK, South Africa, and Brazil SARS-CoV-2 strains.(A) Location of amino acid mutations on the SARS-CoV-2 genome.Coordinates are based on accession no.NC_045512.2.(B) Proportion of amino acid substitutions observed and randomly expected based on the length of each protein or open reading frame.Strains are color coded.To further test preferential accumulation of mutations in the S glycoprotein, we measured single-nucleotide polymorphisms (SNPs) in the entire SARS-CoV-2 genome and separately in the S glycoprotein, normalized to their respective length.SARS-CoV was included in the analysis as it was closely related to SARS-CoV-2.",4,28,0,0.57901675
794,"B. Pravastatin oder Rosuvastatin).Besondere Vorsicht ist weiterhin bei der Komedikation mit Clarithromycin geboten: Zapata et al.konnten in dem Meldesystem fur UAW der FDA (FAERS) 58 Patientenfalle mit einer Colchicin-Uberdosierung bei paralleler Clarithromycin-Gabe identifizieren.Daruber hinaus berichteten die Autoren uber 20 in der Literatur publizierte Falle einer solchen Arzneimittelinteraktion, die meist zur Haufung der UAW und in 4 der 20 Falle zum Tode fuhrte.KontraindikationenChronische NiereninsuffizienzBei Patienten mit chronischer Niereninsuffizienz ist Vorsicht geboten.Wegen der verringerten Clearance kann es zur Akkumulation von Colchicin kommen und somit zur Haufung von UAW.Insofern sollte bei hohergradig eingeschrankter Nierenfunktion eine genaue Risiko-Nutzen-Abwagung getroffen werden.Angemessen ist eine Laborbestimmung von sog.Sicherheitsparametern (z.B. CK, Kreatinin, Differenzialblutbild), um UAW zu erkennen.Die aktuelle EULAR-Leitlinie fur die Gichttherapie empfiehlt, Colchicin in der Akuttherapie von Patienten mit hohergradiger Niereninsuffizienz (GFR < 30 ml/min) zu meiden, und sieht eine Dosisreduktion fur die Anfallsprophylaxe vor.Fur FMF-Patienten, die erhohte CK-Werte aufweisen, wird ebenfalls eine Dosisreduktion empfohlen.LeberfunktionsstorungIn seltenen Fallen wird uber eine Erhohung der Transaminasen als Nebenwirkung einer Colchicin-Therapie berichtet.Aufgrund der hepatischen Metabolisierung kann eine Leberfunktionsstorung zur Erhohung der Colchicin-Serumspiegel fuhren.Verschiedene Tiermodelle und Studien bei Patienten mit einer Leberfunktionsstorung liefern Hinweise dafur, dass Colchicin bei Leberinsuffizienz langsamer eliminiert wird.",7,43,0,0.6659327
1354,"See Appendix A for definitions and measurements of the variables.CAR [-1, 1] CAR [-1, 1] CAR [-1, 1] CAR [-2, 2] CAR [-2, 2] CAR [-2, 2]  (A) (B)  (C) (D)  (E) (F) CIPHT -0.002 *** -0.002 *** -0.002 *** -0.002 *** -0.004 *** -0.003 ***  (-3.570) (-5.012) (-4.678) (-4.423) (-6.268) (-5.810) CIPHT x High_WEB 0.002 ***   0.003 ***    (3.461)   (4.455)   High_WEB -0.002   -0.003    (-0.896)   (-1.024)   CIPHT x High_MED  0.003 ***   0.004 ***    (5.500)   (7.032)  High_MED  -0.002   -0.002    (-0.732)   (-0.908)  CIPHT x High_MOB   0.003 ***   0.004 ***    (5.163)   (6.550) High_MOB   -0.001   -0.001    (-0.363)   (-0.428) PRO_CASE 0.000 *** 0.001 *** 0.001 *** 0.001 *** 0.001 *** 0.001 ***  (3.109) (3.247) (3.249) (3.940) (4.116) (4.116) SIZE -0.000 -0.000 -0.000 -0.000 -0.000 -0.000  (-0.588) (-0.586) (-0.588) (-0.979) (-0.977) (-0.979) ROA -0.000 -0.000 -0.000 -0.000 -0.000 -0.000  (-0.985) (-0.986) (-0.986) (-1.195) (-1.196) (-1.196) CURR -0.000 *** -0.000 *** -0.000 *** -0.000 *** -0.000 *** -0.000 ***  (-3.670) (-3.661) (-3.664) (-4.763) (-4.753) (-4.757) R&D 0.000 ** 0.000 ** 0.000 ** 0.000 *** 0.000 *** 0.000 ***  (2.519) (2.519) (2.519) (3.122) (3.122) (3.122) LOSS -0.001 -0.001 -0.001 -0.001 * -0.001 * -0.001 *  (-1.548) (-1.549) (-1.548) (-1.900) (-1.902) (-1.901) LEV -0.000 -0.000 -0.000 -0.000 -0.000 -0.000  (-1.009) (-1.009) (-1.010) (-1.130) (-1.129) (-1.132) OPCF -0.004 *** -0.004 *** -0.004 *** -0.008 *** -0.008 *** -0.008 ***  (-4.122) (-4.125) (-4.141) (-5.546) (-5.550) (-5.571) TURN 0.000 0.000 0.000 0.000 0.000 0.000  (0.871) (0.872) (0.861) (1.138) (1.140) (1.125) CEO_AGE 0.000 0.000 0.000 0.000 0.000 0.000  (0.134) (0.134) (0.135) (0.078) (0.077) (0.079) CEO_COM 0.000 0.000 0.000 0.000 0.000 0.000  (0.239) (0.239) (0.239) (0.301) (0.301) (0.300) CEO_TEN 0.000 *** 0.000 *** 0.000 *** 0.000 *** 0.000 *** 0.000 ***  (2.742) (2.743) (2.740) (3.557) (3.558) (3.554) CEO_DUA -0.000 -0.000 -0.000 -0.001 -0.001 -0.001  (-1.254) (-1.250) (-1.250) (-1.577) (-1.572) (-1.572) Constant 0.003 0.002 0.003 0.005 0.004 0.005  (0.762) (0.530) (0.829) (0.972) (0.741) (1.103) Week FE Yes Yes Yes Yes Yes Yes Industry FE Yes Yes Yes Yes Yes Yes Province FE Yes Yes Yes Yes Yes Yes Adjusted R2 0.003 0.003 0.003 0.005 0.005 0.005 Observations 178,805 178,805 178,805 178,805 178,805 178,805 Continued increasing public health threats and accumulative abnormal return conditioning on provincial information accessibility.Note: *, **, *** indicate significance at the 0.10, 0.05, and 0.01 levels, respectively.See Appendix A for definitions and measurements of the variables.",37,78,0,0.5964297
1166,"To test the effect on signal due to pasteurization, duplicate samples were kept at either 4  C or 60  C for 2 h prior to RNA extraction (Fig.2A).We found no significant difference between pasteurized and non-pasteurized samples (P value = 0.23) when RNA was extracted immediately after pasteurization; however, it is important to note that signal dropped significantly if samples were returned to 4  C after pasteurization and RNA was collected 24-36 h after pasteurization was completed (Fig.2B).A 24-36-hour period between pasteurization resulted in a 44% reduction in signal (P value = 2.05 x 10-6).Additionally, in a separate experiment, when samples were frozen at -80  C for 36 h and thawed prior to concentration, over 90% of the SARS-CoV-2 signal was lost (Fig.2C).SARS-CoV-2 signal is higher than enveloped virus controlA) Schematic of Puro Virus Control.NL4-3 derived HIV containing CMV driven, uniquely codon optimized, Puromycin resistance and lacking the accessory genes Vif, Vpr, Nef, and Env.B) Relative Recovery of Puro Virus Signal and SARS-CoV-2 Signal.Samples were spiked with Puro Virus at a concentration of 5.1 x 107 viral particles per sample.RNA was extracted from samples both before and after concentration, and viral recovery was determined by qPCR.C-F) Parameters at time of Collection in Relation to Control Recovery C) N = 68.Temperature D) N = 97 pH value E) N = 84.COD F) N = 69. log TSS value of wastewater at the end of 24-hour composite sample collection.R2 values for linear regression lines are 0.0081, 0.01, 0.0172, and 0.0371, respectively.Fig.3As a control throughout wastewater screening, an NL4-3 derived HIV virus containing a CMV driven Puromycin resistance gene and lacking the accessory genes Vif, Vpr, Nef, and Env (Henceforth called 'Puro Virus') was added to raw wastewater samples at a concentration of 5.1 x 107 viral particles per sample (Fig.3A).Importantly, the Puro Virus contains a uniquely codon optimized puromycin resistance gene.This vector was chosen because the unique sequence present in the Puro Virus ensures that any signal detected throughout our experiments with this probe is from our internal matrix control and not the environment ensuring that nothing environmental will be amplified in our control.Additionally, Both SARS-CoV-2 and the Puro Virus are positive-sense RNA contained in an envelope at a similar size.",9,66,0,0.62277627
183,"However, we were unable to detect stable protein following transfection with the MIRb-ACE2 K2R-encoding mutant (Fig.5d).Consistent with this, the addition of the proteasome inhibitor MG-132 was sufficient to increase protein levels of ACE2, but did not rescue the MIRb-ACE2 protein product (Fig.5d).Moreover, cycloheximide treatment of HEK293T cells transfected with FLAG tagged ACE2 or MIRb-ACE2 constructs led to the rapid loss of MIRb-ACE2 protein, but did not affect levels of full-length ACE2 in the same time frame (Fig.5e), further supporting reduced stability of the former.Structural considerations suggested that the MIRb-ACE2 protein product would unlikely retain the partial structure of the canonical ACE2 peptidase fold, as removing most of the this subdomain would expose the remaining component of the highly charged substrate-binding groove as well as large parts of the hydrophobic protein core (Extended Data Fig.9).Hence, it seems unlikely that a protein coded by the MIRb-ACE2 transcript would form a structure similar to that of the canonical ACE2.Moreover, the MIRb-ACE2 protein product lacks a canonical signal peptide and when an IgG kappa chain-derived signal peptide, which has been successfully used to express the canonical ACE2 ectodomain (residues 15-615), was fused to the corresponding domain of the predicted MIRb-ACE2 protein (residues 1-269), there was no detectable secreted protein.These data suggest that the latter protein is subject to post-translational degradation through a proteasome-independent mechanism and therefore unlikely to exert significant biological activity.Nevertheless, as the MIRb-ACE2 protein was indeed made under certain conditions, it remained possible that it retained some biological function or that it affected the function of canonical ACE2 through heterodimer formation.To examine this possibility, we quantified levels of enzymatically active ACE2, an assay that is considerably more sensitive than Western blotting, and found, as expected, strong enzymatic activity in lysates from ACE2-transfected, but not MIRb-ACE2-transfected cells (Fig.5f).Furthermore, co-transfection with MIRb-ACE2 did not affect the enzymatic activity conferred by ACE2 transfection (Fig.5f).To determine any involvement of the predicted MIRb-ACE2 protein in SARS-CoV-2 entry, we measured binding of the S1 subunit of SARS-CoV-2 spike glycoprotein, the first step of viral entry, to cells expressing either or both ACE2 isoforms.",9,9,1,0.6081305
1630,"Case report 1 Late 50/female Data unavailable 3 days Cough, fever Positive nasopharyngeal swab Altered consciousness Traumatic tap, not tested.Bacterial c/s negative   Zanin et al.Case report 1 54/female Anterior communicating artery aneurysm operated 20 years back Data unavailable Anosmia ageusia Positive nasopharyngeal swab Seizure - found unconscious with tongue bite and urinary incontinence, then recovered to GCS 12/15 Normal      First author CSF SARS-CoV RT-PCR CSF other viral panel Autoimmune analysis Serology CNS imaging Final diagnosis Treatment Complications Outcome      Novi et al.Positive Data unavailable Negative AQ4 and MOG antibody, IgG OCB mirror pattern  MRI brain - Multiple T1 postcontrast enhancing lesions of the brain with bilateral optic nerve enhancement, a single spinal cord lesion at the T8 level ADEM IV methylprednisolone f/b oral prednisone; IVIG Nil Partial recovery   Abdi et al.Negative Negative CSF OCB negative Lymphopenia, Raised ear, CRP, ferritin MRI brain - Cortex, deep gray and dorsal midbrain FLAIR hyperintensities.No contrast enhancement ADEM IV low-dose dexamethasone Status epilepticus Death   Utukuri et al.Negative Negative Rheumatologic workup negative, inflammatory markers normal.ACE levels normal.CSF oligoclonal bands negative Normal Lumbar MRI - Conus expansion, patchy enhancement.Brain and Spine MRI - Cervical and thoracic cord T2 hyperintense lesions.Brain periventricular and juxtacortical T2 hyperintense lesions, enhancement in left parietal juxtacortical lesions.No hemorrhagic lesions ADEM IV methylprednisolone f/b IVIG Nil Incomplete recovery   Parsons et al.Negative Negative Negative ANA ANCA, syphilis, AQ 4 antibodies.OCB in serum and CSF Data unavailable MRI brain - Deep hemispheric and juxtacortical T2 signal intensities, nonhemorrhagic with mild contrast enhancement.Intraventricular hemorrhage ADEM IV methylprednisolone f/b IVIG Nil Incomplete recovery   Reichard et al.Data unavailable Data unavailable Data unavailable Raised CRP IL-6 ferritin Data unavailable ADEM like on autopsy Prone ventilation, Stress dose steroids, vasopressors AKI secondary to shock, respiratory failure needing CRRT Death   Zoghi et al.Negative Negative Negative Normal MRI spine - LETM cervicothoracic MRI brain - FLAIR hyperintensity in CST, peduncles, pons, corpus callosum.No diffusion restriction, no enhancement ADEM>NMO spectrum Vancomycin, meropenem, acyclovir  Incomplete recovery   Zhang et al.Negative Negative Data unavailable Data unavailable CT brain - Multiple white matter hypoattenuation.MRI brain - Abnormal subcortical and deep gray T2 signal.Patchy contrast enhancement ADEM Hydroxychloroquine, ceftriaxone, IVIG  Ongoing recovery   Sharma et al.Data unavailable Data unavailable Data unavailable Data Unavailable Data unavailable ADEM IVIG  Recovered   McCuddy et al.",5,94,0,0.5055538
151,"After an additional 24 h, Firefly and Renilla luciferase activities were measured by the Dual-Luciferase Reporter Assay System (Promega) on a GloMax-Multi+ Microplate Multimode Reader (Promega) according to the manufacturer's instructions.Supplementary MaterialReviewers: C.S., The University of Texas at Austin; and B.t., NYU Langone Health.The authors declare no competing interest.This article contains supporting information online at https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2116668118/-/DCSupplemental.Data AvailabilityThe RNA sequencing data generated in this study have been deposited in the National Center for Biotechnology Information Gene Expression Omnibus (GEO) database (accession no.GSE183280).All other data are included in the article and/or supporting information.Custom Perl scripts (available in the SI Appendix) that use the RNAduplex algorithm:part of the Vienna RNA Package part of the Vienna RNA Package :were used to hybridize the CoV2-miR-O7a sequence to mRNA transcripts obtained from GENCODE (v38) fragmented into 50-nt windows with 5-bp steps.Change HistoryJanuary 21, 2022: The byline has been updated.Reduced sensitivity of SARS-CoV-2 variant Delta to antibody neutralizationMetazoan microRNAsControl of translation and mRNA degradation by miRNAs and siRNAsIdiosyncrasies of viral noncoding RNAs provide insights into host cell biologyBalance and stealth: The role of noncoding RNAs in the regulation of virus gene expressionHow complementary targets expose the microRNA 3' end for tailing and trimming during target-directed microRNA degradationRNA-mediated degradation of microRNAs: A widespread viral strategy?Degradation of host microRNAs by poxvirus poly(A) polymerase reveals terminal RNA methylation as a protective antiviral mechanismThe interplay between viral-derived miRNAs and host immunity during infectionSARS-CoV-encoded small RNAs contribute to infection-associated lung pathologyVerification of SARS-CoV-2-encoded small RNAs and contribution to infection-associated lung inflammationViral microRNAs encoded by nucleocapsid gene of SARS-CoV-2 are detected during infection, and targeting metabolic pathways in host cellsA virus-encoded microRNA contributes to evade innate immune response during SARS-CoV-2 infectionDIANA-TarBase v8: A decade-long collection of experimentally supported miRNA-gene interactionsImbalanced host response to SARS-CoV-2 drives development of COVID-19Temporal and spatial heterogeneity of host response to SARS-CoV-2 pulmonary infectionSARS-CoV-2 uses a multipronged strategy to impede host protein synthesisExtracellular microRNAs in human circulation are associated with miRISC complexes that are accessible to anti-AGO2 antibody and can bind target mimic oligonucleotidesStability of circulating exosomal miRNAs in healthy subjectsSARS-CoV-2 accessory proteins in viral pathogenesis: Knowns and unknownsmicroRNA strand selection: Unwinding the rulesA map of the SARS-CoV-2 RNA structuromeComprehensive in vivo secondary structure of the SARS-CoV-2 genome reveals novel regulatory motifs and mechanismsIn vivo structural characterization of the SARS-CoV-2 RNA genome identifies host proteins vulnerable to repurposed drugsGenome-wide mapping of SARS-CoV-2 RNA structures identifies therapeutically-relevant elementsInsights into the secondary structural ensembles of the full SARS-CoV-2 RNA genome in infected cellsA uniform system for microRNA annotationStructural basis for target-directed microRNA degradationA systematic analysis of the silencing effects of an active siRNA at all single-nucleotide mismatched target sitesExpression profiling reveals off-target gene regulation by RNAiBatf2/Irf1 induces inflammatory responses in classically activated macrophages, lipopolysaccharides, and mycobacterial infectionHuman coronavirus NL63 utilizes heparan sulfate proteoglycans for attachment to target cellsHepatitis C virus RNA functionally sequesters miR-122Transcriptomic profiling of SARS-CoV-2 infected human cell lines identifies HSP90 as target for COVID-19 therapySARS-CoV-2-induced overexpression of miR-4485 suppresses osteogenic differentiation and impairs fracture healingDifferential microRNA expression in the peripheral blood from human patients with COVID-19Addressing bias in small RNA library preparation for sequencing: A new protocol recovers microRNAs that evade capture by current methodsEvaluation of methodologies for microRNA biomarker detection by next generation sequencingIntegrative deep sequencing of the mouse lung transcriptome reveals differential expression of diverse classes of small RNAs in response to respiratory virus infectionThe coronavirus transmissible gastroenteritis virus evades the Type I Interferon response through IRE1alpha-mediated manipulation of the MicroRNA miR-30a-5p/SOCS1/3 axisHuman coronavirus OC43 nucleocapsid protein binds microRNA 9 and potentiates NF-kappaB activationMicroRNome analysis unravels the molecular basis of SARS infection in bronchoalveolar stem cellsMini viral RNAs act as innate immune agonists during influenza virus infectionA cytoplasmic RNA virus generates functional viral small RNAs and regulates viral IRES activity in mammalian cellsSix RNA viruses and forty-one hosts: Viral small RNAs and modulation of small RNA repertoires in vertebrate and invertebrate systemsNovel microRNA-like viral small regulatory RNAs arising during human hepatitis A virus infectionMicroRNA-like viral small RNA from Dengue virus 2 autoregulates its replication in mosquito cellsWest Nile virus encodes a microRNA-like small RNA in the 3' untranslated region which up-regulates GATA4 mRNA and facilitates virus replication in mosquito cellsNoncanonical microRNA (miRNA) biogenesis gives rise to retroviral mimics of lymphoproliferative and immunosuppressive host miRNAsRNA virus microRNA that mimics a B-cell oncomiRInfluenza A virus-generated small RNAs regulate the switch from transcription to replicationSARS-CoV-2 genomic and subgenomic RNAs in diagnostic samples are not an indicator of active replicationSARS-CoV-2 genomic surveillance identifies naturally occurring truncation of ORF7a that limits immune suppressionMapping the miRNA interactome by cross-linking ligation and sequencing of hybrids (CLASH)RNA-based antiviral immunityA mammalian herpesvirus uses noncanonical expression and processing mechanisms to generate viral MicroRNAsIdentification of novel microRNA-like molecules generated from herpesvirus and host tRNA transcriptsA primate herpesvirus uses the integrator complex to generate viral microRNAsTat-dependent production of an HIV-1 TAR-encoded miRNA-like small RNAVirus-encoded microRNAs: An overview and a look to the futureSARS-CoV-2 ORF6 disrupts bidirectional nucleocytoplasmic transport through interactions with Rae1 and Nup98SARS-CoV-2 disrupts splicing, translation, and protein trafficking to suppress host defensesSARS-CoV-2 Nsp1 binds the ribosomal mRNA channel to inhibit translationStructural basis for translational shutdown and immune evasion by the Nsp1 protein of SARS-CoV-2Cutadapt removes adapter sequences from high-throughput sequencing readsFast gapped-read alignment with Bowtie 2featureCounts: An efficient general purpose program for assigning sequence reads to genomic featuresmiRBase: Integrating microRNA annotation and deep-sequencing dataedgeR: A bioconductor package for differential expression analysis of digital gene expression dataIntegrative genomics viewerBEDTools: A flexible suite of utilities for comparing genomic featuresDetection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCRImproved Northern blot method for enhanced detection of small RNAmiRTarBase 2020: Updates to the experimentally validated microRNA-target interaction databaseGENCODE reference annotation for the human and mouse genomesAnalyzing real-time PCR data by the comparative C(T) method",21,7,1,0.6341561
